Outcome,Week End,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Deaths,03/11/2023,50-64,0.0,1.6,0.0,0.0,,,,,,,33710,125621,246881,0,2,0,50,64
Cases,11/19/2022,All,151.2,82.9,116.2,1.8,1.3,175.0,84.3,105.1,2.1,1.7,567313,849096,1039651,858,704,1208,999,999
Deaths,10/29/2022,All,0.0,0.7,0.4,0.0,0.0,0.0,1.6,0.2,0.0,0.0,576831,846073,1039237,0,6,4,999,999
Hospitalizations,02/25/2023,80+,56.7,114.3,59.4,0.5,1.0,,,,,,24695,11378,47124,14,13,28,80,200
Deaths,12/03/2022,65-79,4.8,0.0,0.6,,8.0,,,,,,41351,43349,171626,2,0,1,65,79
Deaths,07/22/2023,12-17,0.0,0.0,0.0,,,,,,,,32134,86577,44590,0,0,0,12,17
Hospitalizations,08/07/2021,All,11.3,2.2,,5.1,,15.4,1.7,,9.1,,1127960,1412725,,127,31,,999,999
Cases,10/02/2021,12-17,261.5,19.2,,13.6,,,,,,,68439,93584,,179,18,,12,17
Deaths,04/15/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Deaths,07/16/2022,12-17,0.0,0.0,0.0,,,,,,,,36204,90674,38517,0,0,0,12,17
Hospitalizations,11/05/2022,12-17,0.0,0.0,0.0,,,,,,,,34344,85986,44495,0,0,0,12,17
Cases,05/08/2021,30-49,236.6,14.3,,16.5,,,,,,,350842,287155,,830,41,,30,49
Cases,01/01/2022,18-29,3158.2,1882.2,1388.9,1.7,2.3,,,,,,135521,266118,72360,4280,5009,1005,18,29
Cases,07/22/2023,5-11,6.7,4.8,0.0,1.4,,,,,,,90050,82668,21259,6,4,0,5,11
Deaths,11/06/2021,50-64,5.6,0.0,0.0,,,,,,,,70859,318525,25135,4,0,0,50,64
Cases,03/05/2022,65-79,20.4,18.5,28.8,1.1,0.7,,,,,,48917,54022,156028,10,10,45,65,79
Cases,08/27/2022,18-29,256.7,98.6,148.4,2.6,1.7,,,,,,91147,211921,160373,234,209,238,18,29
Cases,09/16/2023,12-17,22.1,11.6,22.4,1.9,1.0,,,,,,31696,86574,44597,7,10,10,12,17
Deaths,08/14/2021,50-64,9.6,0.0,,,,,,,,,94229,318064,,9,0,,50,64
Deaths,08/13/2022,65-79,0.0,4.5,0.0,0.0,,,,,,,45801,44391,169993,0,2,0,65,79
Hospitalizations,02/05/2022,80+,54.8,156.1,29.5,0.4,1.9,,,,,,27390,16013,40692,15,25,12,80,200
Hospitalizations,12/25/2021,All,72.5,28.4,11.8,2.6,6.1,101.7,30.3,6.8,3.4,15.0,814632,1161444,517372,591,330,61,999,999
Deaths,07/15/2023,65-79,0.0,0.0,0.0,,,,,,,,39336,43424,171745,0,0,0,65,79
Deaths,03/12/2022,50-64,0.0,1.4,0.4,0.0,0.0,,,,,,46039,142268,222350,0,2,1,50,64
Hospitalizations,07/01/2023,5-11,0.0,1.2,0.0,0.0,,,,,,,90262,82673,21253,0,1,0,5,11
Hospitalizations,07/09/2022,30-49,10.2,5.3,2.9,1.9,3.5,,,,,,127602,280376,340282,13,15,10,30,49
Deaths,05/22/2021,30-49,1.2,0.0,,,,,,,,,324620,366867,,4,0,,30,49
Hospitalizations,07/23/2022,50-64,33.9,12.5,12.8,2.7,2.6,,,,,,41269,128418,242018,14,16,31,50,64
Hospitalizations,09/17/2022,18-29,6.7,0.0,0.6,,11.2,,,,,,89805,211472,161406,6,0,1,18,29
Cases,07/03/2021,80+,3.0,0.0,,,,,,,,,33360,51317,,1,0,,80,200
Hospitalizations,03/19/2022,18-29,7.0,1.4,0.7,5.0,10.0,,,,,,99842,220707,143769,7,3,1,18,29
Deaths,04/29/2023,50-64,3.0,0.0,0.0,,,,,,,,33180,125733,246904,1,0,0,50,64
Cases,01/08/2022,80+,1269.1,1641.7,688.4,0.8,1.8,,,,,,27814,19309,37045,353,317,255,80,200
Cases,08/14/2021,65-79,119.7,56.3,,2.1,,,,,,,67653,193586,,81,109,,65,79
Cases,07/24/2021,30-49,98.8,38.8,,2.5,,,,,,,272185,492321,,269,191,,30,49
Deaths,08/12/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Cases,10/30/2021,80+,43.6,49.9,11.5,0.9,3.8,,,,,,29835,46071,8679,13,23,1,80,200
Hospitalizations,05/27/2023,65-79,5.1,11.5,8.2,0.4,0.6,,,,,,39507,43436,171730,2,5,14,65,79
Cases,04/10/2021,80+,101.4,29.7,,3.4,,,,,,,40425,30292,,41,9,,80,200
Cases,12/11/2021,80+,147.7,172.6,57.1,0.9,2.6,,,,,,28442,27803,28010,42,48,16,80,200
Hospitalizations,04/24/2021,80+,68.4,7.7,,8.9,,,,,,,38015,38918,,26,3,,80,200
Cases,07/22/2023,All,24.7,9.3,16.6,2.7,1.5,29.9,9.6,12.5,3.1,2.4,530682,860314,1040764,131,80,173,999,999
Cases,10/23/2021,80+,73.1,29.2,15.0,2.5,4.9,,,,,,30106,47937,6673,22,14,1,80,200
Deaths,05/13/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Deaths,12/18/2021,80+,38.9,24.1,3.2,1.6,12.2,,,,,,28242,24945,31019,11,6,1,80,200
Hospitalizations,04/09/2022,30-49,4.5,1.0,2.4,4.5,1.9,,,,,,132219,289629,326607,6,3,8,30,49
Deaths,10/22/2022,12-17,0.0,0.0,0.0,,,,,,,,34553,85923,44472,0,0,0,12,17
Cases,05/22/2021,12-17,100.3,,,,,,,,,,136624,,,137,,,12,17
Cases,11/18/2023,All,72.6,28.7,55.4,2.5,1.3,88.7,32.0,42.7,2.8,2.1,507068,862707,1047121,368,248,580,999,999
Cases,12/31/2022,30-49,173.3,82.2,114.9,2.1,1.5,,,,,,113126,277262,347197,196,228,399,30,49
Cases,11/12/2022,All,152.9,85.7,111.2,1.8,1.4,173.2,87.0,100.9,2.0,1.7,570386,848167,1039564,872,727,1156,999,999
Deaths,04/22/2023,12-17,0.0,0.0,0.0,,,,,,,,32777,86544,44574,0,0,0,12,17
Hospitalizations,04/09/2022,5-11,0.0,0.0,,,,,,,,,103071,91818,,0,0,,5,11
Deaths,07/08/2023,30-49,0.0,0.0,0.0,,,,,,,,107855,278403,347309,0,0,0,30,49
Cases,01/28/2023,12-17,185.6,98.5,87.5,1.9,2.1,,,,,,33411,86292,44551,62,85,39,12,17
Hospitalizations,04/01/2023,12-17,3.0,1.2,2.2,2.5,1.4,,,,,,32922,86490,44568,1,1,1,12,17
Cases,04/29/2023,30-49,65.9,20.5,29.9,3.2,2.2,,,,,,109218,278370,347292,72,57,104,30,49
Cases,12/17/2022,All,232.8,139.1,187.3,1.7,1.2,265.9,145.5,176.3,1.8,1.5,558425,852606,1039974,1300,1186,1948,999,999
Cases,11/26/2022,5-11,49.4,38.3,42.7,1.3,1.2,,,,,,93076,81025,21098,46,31,9,5,11
Cases,11/11/2023,5-11,21.5,19.5,31.8,1.1,0.7,,,,,,88571,82151,21989,19,16,7,5,11
Hospitalizations,11/12/2022,12-17,0.0,1.2,2.2,0.0,0.0,,,,,,34246,86007,44506,0,1,1,12,17
Cases,11/18/2023,65-79,85.6,81.5,96.2,1.1,0.9,,,,,,37394,44197,172519,32,36,166,65,79
Cases,05/21/2022,All,304.7,223.1,353.4,1.4,0.9,341.8,209.0,383.3,1.6,0.9,644984,883996,965236,1965,1972,3411,999,999
Hospitalizations,10/14/2023,0-4,1.2,0.0,,,,,,,,,162642,,,2,0,,0,4
Hospitalizations,11/05/2022,All,15.3,5.2,7.7,2.9,2.0,20.8,7.8,5.3,2.7,3.9,573510,847144,1039435,88,44,80,999,999
Deaths,05/20/2023,All,0.4,0.0,0.1,,4.0,0.3,0.0,0.1,,3.9,535909,860356,1040655,2,0,1,999,999
Hospitalizations,03/19/2022,All,5.1,2.4,2.0,2.1,2.6,6.8,2.9,1.3,2.3,5.2,662148,905646,919703,34,22,18,999,999
Hospitalizations,04/22/2023,5-11,0.0,0.0,4.7,,0.0,,,,,,90975,82623,21231,0,0,1,5,11
Deaths,08/06/2022,5-11,0.0,0.0,0.0,,,,,,,,97222,86190,11845,0,0,0,5,11
Hospitalizations,10/15/2022,65-79,27.6,39.2,22.2,0.7,1.2,,,,,,43523,43397,171429,12,17,38,65,79
Hospitalizations,11/19/2022,12-17,0.0,0.0,0.0,,,,,,,,34157,86027,44509,0,0,0,12,17
Deaths,01/14/2023,50-64,2.9,0.0,0.0,,,,,,,,34510,125451,246827,1,0,0,50,64
Cases,05/27/2023,All,23.9,10.8,18.8,2.2,1.3,25.7,10.4,15.6,2.5,1.6,535220,860357,1040665,128,93,196,999,999
Deaths,01/21/2023,50-64,0.0,0.0,0.0,,,,,,,,34398,125483,246834,0,0,0,50,64
Hospitalizations,02/04/2023,30-49,8.1,2.5,2.0,3.2,4.0,,,,,,111518,277594,347241,9,7,7,30,49
Cases,12/17/2022,80+,209.0,474.8,337.5,0.4,0.6,,,,,,24877,11373,47108,52,54,159,80,200
Cases,05/07/2022,80+,82.1,174.0,182.6,0.5,0.4,,,,,,26811,13219,44353,22,23,81,80,200
Deaths,10/21/2023,30-49,0.0,0.0,0.0,,,,,,,,103249,278946,347858,0,0,0,30,49
Hospitalizations,01/07/2023,50-64,46.2,8.0,11.3,5.8,4.1,,,,,,34669,125434,246821,16,10,28,50,64
Deaths,04/10/2021,All,1.9,0.3,,6.3,,2.5,0.1,,30.4,,1707958,396727,,32,1,,999,999
Deaths,10/21/2023,65-79,0.0,0.0,0.6,,0.0,,,,,,38192,43745,172021,0,0,1,65,79
Hospitalizations,08/19/2023,80+,20.4,17.6,29.7,1.2,0.7,,,,,,24470,11380,47133,5,2,14,80,200
Cases,10/01/2022,50-64,217.9,69.5,96.9,3.1,2.2,,,,,,39014,125154,246575,85,87,239,50,64
Cases,10/22/2022,All,125.3,68.5,99.7,1.8,1.3,157.2,71.1,87.1,2.2,1.8,580379,845220,1038858,727,579,1036,999,999
Deaths,10/21/2023,5-11,0.0,0.0,0.0,,,,,,,,89096,82596,21371,0,0,0,5,11
Hospitalizations,09/18/2021,18-29,5.5,1.0,,5.5,,,,,,,181678,301822,,10,3,,18,29
Cases,03/25/2023,50-64,134.1,50.1,62.8,2.7,2.1,,,,,,33548,125665,246890,45,63,155,50,64
Hospitalizations,06/24/2023,65-79,5.1,0.0,6.4,,0.8,,,,,,39394,43428,171739,2,0,11,65,79
Deaths,04/30/2022,12-17,0.0,0.0,0.0,,,,,,,,37619,94445,33365,0,0,0,12,17
Hospitalizations,11/13/2021,18-29,5.6,1.0,0.0,5.6,,,,,,,160183,311808,14313,9,3,0,18,29
Deaths,05/22/2021,18-29,0.4,0.0,,,,,,,,,254347,182708,,1,0,,18,29
Deaths,11/27/2021,30-49,2.1,0.4,0.0,5.2,,,,,,,189760,487368,82444,4,2,0,30,49
Cases,07/23/2022,80+,155.6,385.1,246.5,0.4,0.6,,,,,,26357,11946,46252,41,46,114,80,200
Cases,08/28/2021,18-29,301.8,89.1,,3.4,,,,,,,193516,291685,,584,260,,18,29
Deaths,06/18/2022,80+,0.0,0.0,4.4,,0.0,,,,,,26513,12369,45641,0,0,2,80,200
Cases,10/07/2023,0-4,25.2,2.5,,10.1,,,,,,,162642,,,41,4,,0,4
Cases,11/27/2021,80+,149.0,108.0,18.1,1.4,8.2,,,,,,28858,33319,22158,43,36,4,80,200
Hospitalizations,12/18/2021,All,51.6,14.3,6.3,3.6,8.2,72.6,14.3,3.4,5.1,21.2,829865,1210623,447192,428,173,28,999,999
Hospitalizations,06/19/2021,50-64,10.5,0.0,,,,,,,,,114456,287354,,12,0,,50,64
Hospitalizations,07/30/2022,18-29,11.9,3.8,3.2,3.1,3.7,,,,,,92439,213184,158188,11,8,5,18,29
Cases,09/09/2023,80+,69.5,70.3,123.1,1.0,0.6,,,,,,24452,11380,47133,17,8,58,80,200
Cases,09/23/2023,5-11,12.3,12.1,0.0,1.0,,,,,,,89403,82669,21266,11,10,0,5,11
Cases,07/09/2022,50-64,433.7,144.7,264.5,3.0,1.6,,,,,,41738,129197,240866,181,187,637,50,64
Hospitalizations,06/24/2023,50-64,3.1,0.0,0.8,,3.9,,,,,,32713,125736,246925,1,0,2,50,64
Cases,10/01/2022,30-49,127.9,50.4,90.2,2.5,1.4,,,,,,122014,276030,346933,156,139,313,30,49
Hospitalizations,04/02/2022,12-17,0.0,1.0,0.0,0.0,,,,,,,38227,95562,31203,0,1,0,12,17
Deaths,04/03/2021,50-64,3.8,0.0,,,,,,,,,234356,66383,,9,0,,50,64
Cases,11/06/2021,30-49,240.6,95.5,25.1,2.5,9.6,,,,,,199928,527699,31898,481,504,8,30,49
Hospitalizations,07/30/2022,80+,72.2,84.3,77.6,0.9,0.9,,,,,,26322,11862,46378,19,10,36,80,200
Deaths,01/21/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Cases,11/11/2023,80+,87.4,155.1,135.3,0.6,0.6,,,,,,24027,11603,47294,21,18,64,80,200
Deaths,06/10/2023,50-64,3.0,0.0,0.0,,,,,,,,32808,125744,246916,1,0,0,50,64
Deaths,03/11/2023,18-29,0.0,0.0,0.0,,,,,,,,76587,213618,161667,0,0,0,18,29
Cases,04/23/2022,12-17,177.5,95.9,165.1,1.9,1.1,,,,,,37746,94929,32716,67,91,54,12,17
Cases,03/11/2023,80+,77.0,131.8,129.4,0.6,0.6,,,,,,24673,11378,47126,19,15,61,80,200
Deaths,05/01/2021,18-29,0.0,0.0,,,,,,,,,284798,107854,,0,0,,18,29
Hospitalizations,09/25/2021,65-79,39.5,9.3,,4.2,,,,,,,63251,193577,,25,18,,65,79
Cases,09/30/2023,5-11,10.1,9.7,9.4,1.0,1.1,,,,,,89396,82669,21266,9,8,2,5,11
Hospitalizations,01/29/2022,65-79,97.9,68.7,21.3,1.4,4.6,,,,,,50056,62587,145762,49,43,31,65,79
Deaths,05/07/2022,12-17,0.0,0.0,0.0,,,,,,,,37479,94246,33698,0,0,0,12,17
Hospitalizations,06/12/2021,65-79,17.2,2.7,,6.4,,,,,,,75414,181840,,13,5,,65,79
Deaths,04/09/2022,50-64,0.0,0.7,0.4,0.0,0.0,,,,,,44900,137887,228401,0,1,1,50,64
Deaths,11/27/2021,18-29,0.6,0.0,0.0,,,,,,,,154874,305350,24726,1,0,0,18,29
Deaths,09/17/2022,12-17,0.0,0.0,0.0,,,,,,,,35094,85762,44338,0,0,0,12,17
Hospitalizations,03/04/2023,0-4,3.7,0.0,,,,,,,,,162642,,,6,0,,0,4
Cases,04/03/2021,12-17,137.6,,,,,,,,,,178794,,,246,,,12,17
Hospitalizations,05/22/2021,80+,34.1,4.2,,8.1,,,,,,,35155,47103,,12,2,,80,200
Deaths,03/18/2023,12-17,0.0,0.0,0.0,,,,,,,,33016,86456,44563,0,0,0,12,17
Hospitalizations,12/04/2021,80+,139.7,67.2,15.4,2.1,9.1,,,,,,28623,29758,25961,40,20,4,80,200
Hospitalizations,08/20/2022,12-17,2.8,0.0,0.0,,,,,,,,35466,87908,41807,1,0,0,12,17
Cases,05/06/2023,12-17,79.5,19.6,24.7,4.1,3.2,,,,,,32685,86582,44575,26,17,11,12,17
Cases,09/18/2021,5-11,154.4,,,,,,,,,,210448,,,325,,,5,11
Cases,07/30/2022,65-79,241.5,191.0,238.3,1.3,1.0,,,,,,45965,45025,169088,111,86,403,65,79
Cases,05/07/2022,All,264.5,199.6,339.7,1.3,0.8,293.1,185.2,299.7,1.6,1.0,648754,888946,956808,1716,1774,3250,999,999
Hospitalizations,05/15/2021,80+,53.2,4.4,,12.1,,,,,,,35729,45820,,19,2,,80,200
Hospitalizations,07/09/2022,80+,53.0,140.6,63.0,0.4,0.8,,,,,,26425,12088,46042,14,17,29,80,200
Deaths,06/26/2021,All,0.4,0.2,,2.0,,0.6,0.1,,6.5,,1221600,1290050,,5,2,,999,999
Cases,12/02/2023,0-4,73.8,2.5,,29.5,,,,,,,162642,,,120,4,,0,4
Cases,04/01/2023,65-79,77.7,71.4,74.5,1.1,1.0,,,,,,39878,43429,171712,31,31,128,65,79
Cases,06/10/2023,18-29,13.4,4.7,3.1,2.9,4.3,,,,,,74610,214134,161697,10,10,5,18,29
Hospitalizations,05/22/2021,50-64,55.7,0.4,,139.2,,,,,,,131081,237808,,73,1,,50,64
Hospitalizations,01/07/2023,80+,96.8,149.5,91.3,0.6,1.1,,,,,,24805,11369,47117,24,17,43,80,200
Deaths,10/07/2023,50-64,0.0,0.0,0.4,,0.0,,,,,,31672,125732,247019,0,0,1,50,64
Deaths,09/24/2022,65-79,0.0,0.0,0.6,,0.0,,,,,,44762,43407,171353,0,0,1,65,79
Deaths,05/06/2023,12-17,0.0,0.0,0.0,,,,,,,,32685,86582,44575,0,0,0,12,17
Cases,01/07/2023,80+,137.1,246.3,208.0,0.6,0.7,,,,,,24805,11369,47117,34,28,98,80,200
Deaths,08/06/2022,18-29,0.0,0.0,0.0,,,,,,,,92082,212811,158786,0,0,0,18,29
Cases,05/20/2023,18-29,46.7,8.9,10.5,5.2,4.4,,,,,,75004,214136,161691,35,19,17,18,29
Cases,01/29/2022,65-79,315.6,234.9,150.9,1.3,2.1,,,,,,50056,62587,145762,158,147,220,65,79
Deaths,08/07/2021,80+,6.2,3.8,,1.6,,,,,,,32284,52589,,2,2,,80,200
Deaths,08/28/2021,18-29,0.0,0.0,,,,,,,,,193516,291685,,0,0,,18,29
Cases,10/21/2023,12-17,19.0,20.8,31.4,0.9,0.6,,,,,,31619,86566,44615,6,18,14,12,17
Cases,04/24/2021,All,202.7,22.4,,9.0,,212.9,18.5,,11.5,,1530109,593621,,3101,133,,999,999
Deaths,04/24/2021,30-49,1.0,0.0,,,,,,,,,386715,193096,,4,0,,30,49
Hospitalizations,10/23/2021,65-79,26.6,7.4,0.0,3.6,,,,,,,60107,175204,25507,16,13,0,65,79
Hospitalizations,06/10/2023,30-49,2.8,0.4,0.9,7.0,3.1,,,,,,108308,278398,347307,3,1,3,30,49
Deaths,06/05/2021,30-49,1.3,0.0,,,,,,,,,307403,422678,,4,0,,30,49
Hospitalizations,06/03/2023,All,1.9,0.9,2.1,2.1,0.9,2.3,1.3,1.9,1.8,1.2,534701,860357,1040674,10,8,22,999,999
Hospitalizations,06/11/2022,18-29,5.3,2.3,1.9,2.3,2.8,,,,,,94634,215581,154206,5,5,3,18,29
Hospitalizations,03/05/2022,30-49,3.0,3.0,0.6,1.0,5.0,,,,,,135567,295387,314346,4,9,2,30,49
Hospitalizations,08/05/2023,50-64,12.3,1.6,1.6,7.7,7.7,,,,,,32496,125728,246934,4,2,4,50,64
Cases,04/10/2021,50-64,262.0,24.9,,10.5,,,,,,,207234,80426,,543,20,,50,64
Deaths,07/01/2023,50-64,0.0,0.0,0.4,,0.0,,,,,,32676,125733,246928,0,0,1,50,64
Hospitalizations,11/27/2021,5-11,0.6,0.0,,,,,,,,,161164,5,,1,0,,5,11
Deaths,02/25/2023,50-64,3.0,0.0,0.0,,,,,,,,33861,125587,246869,1,0,0,50,64
Deaths,11/13/2021,12-17,0.0,0.0,,,,,,,,,61336,102949,,0,0,,12,17
Cases,06/12/2021,All,27.1,5.5,,4.9,,29.7,4.0,,7.4,,1257017,1201445,,341,66,,999,999
Hospitalizations,09/24/2022,80+,46.2,44.0,44.6,1.0,1.0,,,,,,25995,11376,47037,12,5,21,80,200
Hospitalizations,04/02/2022,5-11,0.0,1.1,,0.0,,,,,,,103457,90969,,0,1,,5,11
Deaths,06/05/2021,65-79,17.0,1.1,,15.5,,,,,,,76606,179075,,13,2,,65,79
Deaths,01/29/2022,30-49,1.4,0.3,0.0,4.7,,,,,,,145400,318707,273200,2,1,0,30,49
Hospitalizations,01/01/2022,12-17,26.2,4.6,0.0,5.7,,,,,,,53465,108405,1872,14,5,0,12,17
Hospitalizations,07/10/2021,80+,15.1,3.9,,3.9,,,,,,,33207,51643,,5,2,,80,200
Deaths,06/25/2022,All,0.2,0.3,0.3,0.7,0.7,0.1,0.6,0.2,0.2,0.6,635698,868337,988583,1,3,3,999,999
Hospitalizations,11/27/2021,All,23.5,5.2,2.6,4.5,9.0,35.4,5.1,1.3,7.0,27.1,879918,1338551,274264,207,70,7,999,999
Cases,06/17/2023,5-11,7.7,3.6,14.1,2.1,0.5,,,,,,90426,82681,21245,7,3,3,5,11
Cases,08/20/2022,5-11,77.0,79.2,85.6,1.0,0.9,,,,,,96145,84646,14013,74,67,12,5,11
Deaths,02/26/2022,18-29,0.0,0.0,0.0,,,,,,,,102168,220893,137242,0,0,0,18,29
Cases,11/18/2023,30-49,91.9,25.8,39.3,3.6,2.3,,,,,,100114,279360,348926,92,72,137,30,49
Cases,09/24/2022,All,120.2,59.9,99.0,2.0,1.2,146.0,60.1,91.1,2.4,1.6,595648,841554,1036367,716,504,1026,999,999
Cases,04/17/2021,80+,117.7,37.5,,3.1,,,,,,,39089,34683,,46,13,,80,200
Cases,05/01/2021,80+,116.2,16.6,,7.0,,,,,,,37001,42149,,43,7,,80,200
Deaths,11/18/2023,18-29,0.0,0.0,0.0,,,,,,,,68264,215430,162672,0,0,0,18,29
Deaths,09/16/2023,50-64,0.0,0.0,0.0,,,,,,,,32248,125721,246942,0,0,0,50,64
Deaths,05/06/2023,0-4,0.0,0.0,,,,,,,,,162642,,,0,0,,0,4
Hospitalizations,08/14/2021,80+,34.3,17.1,,2.0,,,,,,,32042,52760,,11,9,,80,200
Deaths,06/17/2023,12-17,0.0,0.0,0.0,,,,,,,,32372,86577,44586,0,0,0,12,17
Hospitalizations,10/02/2021,80+,39.1,13.3,,2.9,,,,,,,30671,52751,,12,7,,80,200
Hospitalizations,02/26/2022,18-29,6.9,1.4,0.7,4.9,9.9,,,,,,102168,220893,137242,7,3,1,18,29
Hospitalizations,02/04/2023,18-29,9.0,1.4,1.2,6.4,7.5,,,,,,77612,213252,161643,7,3,2,18,29
Hospitalizations,07/29/2023,5-11,0.0,0.0,0.0,,,,,,,,89972,82669,21260,0,0,0,5,11
Hospitalizations,06/26/2021,80+,8.9,0.0,,,,,,,,,33591,50911,,3,0,,80,200
Cases,08/26/2023,5-11,31.3,14.5,18.8,2.2,1.7,,,,,,89580,82670,21264,28,12,4,5,11
Cases,08/07/2021,80+,43.4,28.5,,1.5,,,,,,,32284,52589,,14,15,,80,200
Cases,07/30/2022,12-17,208.7,78.0,105.9,2.7,2.0,,,,,,35932,89736,39673,75,70,42,12,17
Deaths,12/24/2022,5-11,0.0,0.0,0.0,,,,,,,,92531,81440,21142,0,0,0,5,11
Deaths,02/11/2023,18-29,0.0,0.0,0.0,,,,,,,,77378,213351,161644,0,0,0,18,29
Hospitalizations,12/25/2021,50-64,233.0,42.5,12.4,5.5,18.8,,,,,,58797,223663,129378,137,95,16,50,64
Hospitalizations,05/06/2023,18-29,2.7,0.5,0.0,5.4,,,,,,,75322,214130,161688,2,1,0,18,29
Hospitalizations,02/18/2023,12-17,3.0,2.3,0.0,1.3,,,,,,,33231,86353,44558,1,2,0,12,17
Deaths,11/18/2023,30-49,0.0,0.0,0.0,,,,,,,,100114,279360,348926,0,0,0,30,49
Deaths,02/26/2022,12-17,0.0,0.0,0.0,,,,,,,,39635,95673,26095,0,0,0,12,17
Cases,07/08/2023,30-49,17.6,5.4,7.8,3.3,2.3,,,,,,107855,278403,347309,19,15,27,30,49
Deaths,01/15/2022,All,14.8,5.2,3.4,2.8,4.4,20.5,8.0,1.8,2.6,11.4,745375,1023963,685691,110,53,23,999,999
Hospitalizations,05/15/2021,12-17,1.3,,,,,,,,,,152721,,,2,,,12,17
Cases,04/08/2023,0-4,40.6,2.5,,16.2,,,,,,,162642,,,66,4,,0,4
Deaths,11/19/2022,30-49,0.0,0.0,0.0,,,,,,,,115941,276754,347089,0,0,0,30,49
Deaths,11/20/2021,50-64,10.4,0.7,0.0,14.9,,,,,,,67514,297169,49704,7,2,0,50,64
Hospitalizations,06/19/2021,All,2.7,0.3,,9.0,,3.7,0.2,,15.9,,1238489,1241729,,34,4,,999,999
Hospitalizations,11/05/2022,50-64,46.1,5.6,6.5,8.2,7.1,,,,,,36895,125268,246677,17,7,16,50,64
Deaths,12/10/2022,65-79,0.0,0.0,1.2,,0.0,,,,,,41147,43350,171635,0,0,2,65,79
Hospitalizations,08/27/2022,50-64,47.1,10.3,8.6,4.6,5.5,,,,,,40343,125946,245378,19,13,21,50,64
Cases,04/01/2023,80+,65.0,87.9,110.3,0.7,0.6,,,,,,24634,11382,47126,16,10,52,80,200
Deaths,10/29/2022,5-11,0.0,0.0,0.0,,,,,,,,93885,80560,20921,0,0,0,5,11
Deaths,07/02/2022,50-64,2.4,0.0,0.0,,,,,,,,41916,129677,240221,1,0,0,50,64
Deaths,02/19/2022,50-64,0.0,0.7,0.0,0.0,,,,,,,47217,148975,212791,0,1,0,50,64
Hospitalizations,10/01/2022,5-11,0.0,0.0,0.0,,,,,,,,94700,81441,19254,0,0,0,5,11
Hospitalizations,04/23/2022,12-17,0.0,0.0,0.0,,,,,,,,37746,94929,32716,0,0,0,12,17
Cases,04/30/2022,All,205.3,145.1,238.8,1.4,0.9,220.8,136.0,205.8,1.6,1.1,650306,891088,952817,1335,1293,2275,999,999
Cases,08/07/2021,50-64,166.4,55.7,,3.0,,,,,,,96770,316026,,161,176,,50,64
Hospitalizations,11/11/2023,12-17,3.2,0.0,0.0,,,,,,,,31541,86509,44696,1,0,0,12,17
Hospitalizations,07/17/2021,65-79,18.3,1.6,,11.4,,,,,,,71101,190176,,13,3,,65,79
Hospitalizations,10/15/2022,All,9.2,6.3,7.1,1.5,1.3,10.5,9.7,5.0,1.1,2.1,584290,844343,1038311,54,53,74,999,999
Deaths,04/09/2022,12-17,0.0,0.0,0.0,,,,,,,,38070,95325,31808,0,0,0,12,17
Hospitalizations,06/24/2023,0-4,0.6,0.0,,,,,,,,,162642,,,1,0,,0,4
Deaths,01/08/2022,12-17,0.0,0.9,0.0,0.0,,,,,,,51071,107463,3456,0,1,0,12,17
Cases,02/25/2023,All,119.8,69.0,96.2,1.7,1.2,144.4,72.1,102.2,2.0,1.4,545222,857371,1040416,653,592,1001,999,999
Hospitalizations,10/01/2022,All,6.9,3.6,7.6,1.9,0.9,7.5,5.5,5.5,1.4,1.4,591822,842535,1037067,41,30,79,999,999
Cases,04/02/2022,18-29,117.5,46.8,159.2,2.5,0.7,,,,,,98738,219958,146325,116,103,233,18,29
Cases,05/29/2021,50-64,105.1,7.8,,13.5,,,,,,,125545,255939,,132,20,,50,64
Deaths,12/03/2022,12-17,0.0,0.0,0.0,,,,,,,,33965,86108,44513,0,0,0,12,17
Hospitalizations,08/21/2021,65-79,39.0,8.8,,4.4,,,,,,,66724,194251,,26,17,,65,79
Hospitalizations,10/29/2022,12-17,0.0,0.0,2.2,,0.0,,,,,,34446,85966,44479,0,0,1,12,17
Hospitalizations,01/08/2022,65-79,377.9,233.6,47.9,1.6,7.9,,,,,,51599,73634,133598,195,172,64,65,79
Hospitalizations,08/06/2022,All,15.3,6.9,10.2,2.2,1.5,18.9,9.0,7.0,2.1,2.7,614334,850591,1014163,94,59,103,999,999
Hospitalizations,03/26/2022,50-64,6.6,4.3,0.9,1.5,7.3,,,,,,45447,140025,225645,3,6,2,50,64
Hospitalizations,02/11/2023,All,8.4,4.2,7.1,2.0,1.2,11.2,6.0,5.2,1.9,2.2,547298,856543,1040368,46,36,74,999,999
